"Date","Value"
2018-05-22,28196.68
2018-05-23,28283.33
2018-05-24,28230.27
2018-05-25,28168.63
2018-05-28,NA
2018-05-29,27882.3
2018-05-30,28243.04
2018-05-31,28043.79
2018-06-01,28331.89
2018-06-04,28468.59
2018-06-05,28504.67
2018-06-06,28745.54
2018-06-07,28714.86
2018-06-08,28808
2018-06-11,28836.09
2018-06-12,28897.99
2018-06-13,28774.98
2018-06-14,28849.08
2018-06-15,28819.18
2018-06-18,28789.54
2018-06-19,28681.49
2018-06-20,28753.82
2018-06-21,28557.32
2018-06-22,28602.39
2018-06-25,28197.47
2018-06-26,28271.79
2018-06-27,28004.57
2018-06-28,28169.13
2018-06-29,28187.64
2018-07-02,28281.35
2018-07-03,28167.15
2018-07-04,NA
2018-07-05,28411.68
2018-07-06,28653.45
2018-07-09,28898.66
2018-07-10,28955.76
2018-07-11,28758.13
2018-07-12,29009.78
2018-07-13,29034.73
2018-07-16,28990.51
2018-07-17,29110.32
2018-07-18,29180.36
2018-07-19,29094.91
2018-07-20,29059.49
2018-07-23,29105.29
2018-07-24,29179.83
2018-07-25,29418.79
2018-07-26,29364.79
2018-07-27,29135.8
2018-07-30,28957.26
2018-07-31,29117.38
2018-08-01,29093.76
2018-08-02,29265.46
2018-08-03,29372
2018-08-06,29493.09
2018-08-07,29577.04
2018-08-08,29562.95
2018-08-09,29540.3
2018-08-10,29347.58
2018-08-13,29221.26
2018-08-14,29418.32
2018-08-15,29177.52
2018-08-16,29412.77
2018-08-17,29514.98
2018-08-20,29590.8
2018-08-21,29669.21
2018-08-22,29671.6
2018-08-23,29615.64
2018-08-24,29797.84
2018-08-27,30010.28
2018-08-28,30019.85
2018-08-29,30181.4
2018-08-30,30053.99
2018-08-31,30073.15
2018-09-03,NA
2018-09-04,30021.78
2018-09-05,29925.3
2018-09-06,29807.07
2018-09-07,29735.39
2018-09-10,29796.43
2018-09-11,29905.1
2018-09-12,29914.17
2018-09-13,30050.89
2018-09-14,30071.8
2018-09-17,29882.89
2018-09-18,30034.99
2018-09-19,30045.75
2018-09-20,30284.07
2018-09-21,30252.35
2018-09-24,30143.08
2018-09-25,30121.68
2018-09-26,29993.03
2018-09-27,30070.68
2018-09-28,30080.78
2018-10-01,30128.36
2018-10-02,30083.35
2018-10-03,30132.49
2018-10-04,29860.86
2018-10-05,29680.42
2018-10-08,29656.51
2018-10-09,29603.6
2018-10-10,28639.94
2018-10-11,28063.23
2018-10-12,28428.48
2018-10-15,28296.37
2018-10-16,28921.32
2018-10-17,28899.57
2018-10-18,28471.87
2018-10-19,28425.96
2018-10-22,28306.15
2018-10-23,28144.94
2018-10-24,27261.31
2018-10-25,27776.57
2018-10-26,27308.84
2018-10-29,27124.72
2018-10-30,27558.46
2018-10-31,27856.97
2018-11-01,28193.37
2018-11-02,28033.69
2018-11-05,28161.23
2018-11-06,28325.33
2018-11-07,28912.56
2018-11-08,28828.6
2018-11-09,28540.28
2018-11-12,27977.48
2018-11-13,27942.91
2018-11-14,27726.97
2018-11-15,28029.65
2018-11-16,28084.88
2018-11-19,27595.92
2018-11-20,27099.03
2018-11-21,27220.5
